1000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1100	0.000000	15.000000	0.000000	0.000000	0.000000	0.000000
1200	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000
1300	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000
1400	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000
1500	0.000000	9.000000	0.000000	0.000000	0.000000	7.000000
1600	0.000000	16.000000	0.000000	0.000000	0.000000	0.000000
1700	16.000000	0.000000	0.000000	0.000000	0.000000	15.000000
1800	0.000000	16.000000	0.000000	0.000000	0.000000	15.000000
1900	0.000000	17.000000	0.000000	0.000000	0.000000	15.000000
2000	0.000000	16.000000	0.000000	0.000000	0.000000	15.000000
2100	0.000000	16.000000	0.000000	0.000000	0.000000	16.000000
2200	15.000000	6.000000	0.000000	10.000000	0.000000	16.000000
2300	0.000000	16.000000	0.000000	0.000000	0.000000	31.000000
2400	0.000000	15.000000	0.000000	0.000000	12.000000	20.000000
2500	0.000000	16.000000	0.000000	0.000000	0.000000	31.000000
2600	16.000000	17.000000	0.000000	0.000000	0.000000	30.000000
2700	16.000000	0.000000	15.000000	0.000000	0.000000	31.000000
2800	16.000000	16.000000	0.000000	0.000000	0.000000	31.000000
2900	16.000000	16.000000	0.000000	0.000000	0.000000	47.000000
3000	0.000000	32.000000	0.000000	0.000000	0.000000	47.000000
3100	0.000000	31.000000	0.000000	0.000000	0.000000	47.000000
3200	16.000000	16.000000	0.000000	0.000000	0.000000	46.000000
3300	16.000000	32.000000	0.000000	0.000000	0.000000	47.000000
3400	15.000000	32.000000	0.000000	0.000000	0.000000	62.000000
3500	16.000000	16.000000	0.000000	16.000000	0.000000	62.000000
3600	19.000000	13.000000	16.000000	0.000000	0.000000	71.000000
3700	7.000000	32.000000	0.000000	15.000000	0.000000	63.000000
3800	16.000000	31.000000	0.000000	0.000000	0.000000	79.000000
3900	15.000000	32.000000	0.000000	11.000000	5.000000	62.000000
4000	16.000000	31.000000	0.000000	16.000000	0.000000	79.000000
4100	31.000000	32.000000	0.000000	15.000000	0.000000	79.000000
4200	15.000000	32.000000	16.000000	0.000000	0.000000	94.000000
4300	15.000000	32.000000	15.000000	0.000000	0.000000	94.000000
4400	32.000000	31.000000	0.000000	15.000000	0.000000	95.000000
4500	31.000000	32.000000	15.000000	0.000000	0.000000	110.000000
4600	16.000000	47.000000	0.000000	16.000000	0.000000	94.000000
4700	31.000000	47.000000	0.000000	16.000000	0.000000	110.000000
4800	31.000000	47.000000	0.000000	16.000000	0.000000	110.000000
4900	31.000000	51.000000	0.000000	12.000000	0.000000	126.000000
5000	31.000000	47.000000	0.000000	16.000000	0.000000	125.000000
5100	48.000000	46.000000	0.000000	16.000000	0.000000	125.000000
5200	32.000000	63.000000	0.000000	16.000000	0.000000	141.000000
5300	31.000000	47.000000	16.000000	15.000000	0.000000	142.000000
5400	31.000000	63.000000	0.000000	16.000000	0.000000	141.000000
5500	47.000000	63.000000	0.000000	15.000000	0.000000	157.000000
5600	32.000000	62.000000	0.000000	16.000000	16.000000	150.000000
5700	38.000000	78.000000	0.000000	16.000000	0.000000	169.000000
5800	35.000000	65.000000	0.000000	29.000000	0.000000	157.000000
5900	47.000000	78.000000	0.000000	16.000000	0.000000	174.000000
6000	46.000000	78.000000	0.000000	16.000000	0.000000	188.000000
6100	47.000000	79.000000	0.000000	32.000000	0.000000	187.000000
6200	48.000000	78.000000	3.000000	13.000000	0.000000	204.000000
6300	61.000000	65.000000	0.000000	31.000000	0.000000	204.000000
6400	47.000000	94.000000	0.000000	16.000000	0.000000	220.000000
6500	47.000000	94.000000	0.000000	16.000000	0.000000	219.000000
6600	72.000000	85.000000	0.000000	32.000000	0.000000	220.000000
6700	64.000000	77.000000	0.000000	31.000000	0.000000	236.000000
6800	62.000000	95.000000	15.000000	16.000000	0.000000	235.000000
6900	63.000000	94.000000	16.000000	15.000000	16.000000	236.000000
7000	62.000000	94.000000	16.000000	24.000000	0.000000	259.000000
7100	62.000000	95.000000	15.000000	16.000000	15.000000	252.000000
7200	78.000000	94.000000	0.000000	32.000000	0.000000	284.000000
7300	61.000000	110.000000	0.000000	32.000000	0.000000	282.000000
7400	78.000000	110.000000	0.000000	32.000000	0.000000	282.000000
7500	78.000000	110.000000	0.000000	31.000000	0.000000	299.000000
7600	78.000000	110.000000	11.000000	20.000000	16.000000	298.000000
7700	79.000000	110.000000	0.000000	46.000000	0.000000	314.000000
7800	79.000000	109.000000	0.000000	32.000000	0.000000	314.000000
7900	94.000000	110.000000	16.000000	31.000000	0.000000	330.000000
8000	90.000000	114.000000	15.000000	31.000000	0.000000	346.000000
8100	78.000000	126.000000	16.000000	31.000000	0.000000	345.000000
8200	101.000000	119.000000	16.000000	31.000000	0.000000	361.000000
8300	95.000000	141.000000	0.000000	38.000000	9.000000	361.000000
8400	94.000000	141.000000	0.000000	47.000000	0.000000	361.000000
8500	95.000000	156.000000	0.000000	39.000000	9.000000	376.000000
8600	94.000000	158.000000	0.000000	46.000000	0.000000	393.000000
8700	94.000000	157.000000	0.000000	32.000000	15.000000	392.000000
8800	110.000000	157.000000	0.000000	47.000000	0.000000	408.000000
8900	94.000000	173.000000	0.000000	51.000000	0.000000	419.000000
9000	95.000000	172.000000	0.000000	47.000000	0.000000	424.000000
9100	110.000000	157.000000	0.000000	47.000000	16.000000	440.000000
9200	109.000000	173.000000	0.000000	46.000000	0.000000	456.000000
9300	110.000000	173.000000	15.000000	47.000000	0.000000	455.000000
9400	126.000000	173.000000	0.000000	62.000000	0.000000	471.000000
9500	110.000000	188.000000	0.000000	63.000000	0.000000	471.000000
9600	126.000000	188.000000	7.000000	40.000000	0.000000	502.000000
9700	126.000000	188.000000	0.000000	63.000000	0.000000	518.000000
9800	125.000000	204.000000	0.000000	47.000000	16.000000	533.000000
9900	128.000000	202.000000	0.000000	63.000000	0.000000	565.000000
10000	141.000000	203.000000	0.000000	63.000000	0.000000	567.000000
